ds,yhat,yhat_lower,yhat_upper
2026-06-08 15:28:52,0.5009271298097231,0.4304169322703307,0.5757279086115169
2026-06-08 16:28:52,0.5082083703071569,0.4388911971215722,0.579095798790072
2026-06-08 17:28:52,0.4642861304644595,0.3947868505311607,0.5356415253941537
2026-06-08 18:28:52,0.37640550768900244,0.30454314985748504,0.44735063149040194
2026-06-08 19:28:52,0.2797587594448663,0.20227913518870003,0.3501963993256815
2026-06-08 20:28:52,0.2108024566531757,0.13879561949390867,0.28271758663127305
2026-06-08 21:28:52,0.18359586647576162,0.11145393896826052,0.2595669201182044
2026-06-08 22:28:52,0.1869861636873489,0.11569131274747338,0.2580364601661306
2026-06-08 23:28:52,0.20011237504888352,0.13504221111936016,0.27375524120032035
2026-06-09 00:28:52,0.20896819348133108,0.13584789288285615,0.2800434515538763
2026-06-09 01:28:52,0.21038503322134072,0.13410196007506098,0.27536779956962654
2026-06-09 02:28:52,0.20547248417128405,0.13595298559627667,0.28025103095265996
2026-06-09 03:28:52,0.1948078528965391,0.12321374927490364,0.26500359835365456
2026-06-09 04:28:52,0.18237695781872199,0.11215468129431229,0.2534313823156278
2026-06-09 05:28:52,0.1817251697195621,0.11120594188998495,0.2514263838900914
2026-06-09 06:28:52,0.21224669160730272,0.13923942085169597,0.2847363919291036
2026-06-09 07:28:52,0.2834297507444363,0.21048135065369558,0.34832596635387403
2026-06-09 08:28:52,0.38025188431817036,0.31293375683296143,0.45204700215153787
2026-06-09 09:28:52,0.4664784431960901,0.3955862771406274,0.5347161748049932
2026-06-09 10:28:52,0.5081148786603636,0.4344003526531497,0.5796254696965929
2026-06-09 11:28:52,0.49931557862157727,0.42793076786768175,0.5705666519897921
2026-06-09 12:28:52,0.4675971821482367,0.39133342276270294,0.5382408421706555
2026-06-09 13:28:52,0.451540217989036,0.37957778369549977,0.524184680791602
2026-06-09 14:28:52,0.46854500389512066,0.3993059600723528,0.5405457152196526
2026-06-09 15:28:52,0.5000629318762055,0.4296943525547149,0.5701548520313661
2026-06-09 16:28:52,0.507167074449471,0.4374390956435351,0.5782138321768329
2026-06-09 17:28:52,0.4630795233589312,0.38990812778283035,0.5359668052270115
2026-06-09 18:28:52,0.37504820789482285,0.3042690102972068,0.4456914677735855
2026-06-09 19:28:52,0.27826803734901717,0.20807229293447851,0.3519589541338841
2026-06-09 20:28:52,0.20919801835864582,0.14306190062224572,0.28051650870752043
2026-06-09 21:28:52,0.18189960435676716,0.10868492826589721,0.2520245322840256
2026-06-09 22:28:52,0.18522187675321497,0.10745300353534278,0.2528102009706995
2026-06-09 23:28:52,0.19830546264995305,0.12500793911474206,0.2652373949569881
2026-06-10 00:28:52,0.2071453262421795,0.1412726911372017,0.2797559109029282
2026-06-10 01:28:52,0.2085738053819386,0.14018461535406354,0.2802717790423032
2026-06-10 02:28:52,0.20370105176772169,0.1311499377464298,0.27607224627093746
2026-06-10 03:28:52,0.19310456238655446,0.12277666353821014,0.2630704452859507
2026-06-10 04:28:52,0.18076996993930164,0.11012225229713093,0.2452198695675459
2026-06-10 05:28:52,0.18024208333949637,0.10819101868206896,0.25155580958032625
2026-06-10 06:28:52,0.2109141724785208,0.13991514391526166,0.2801786547213748
2026-06-10 07:28:52,0.2822731698671311,0.21032910626494325,0.356813494043622
2026-06-10 08:28:52,0.3792949706329604,0.31395598191851043,0.4496930763165918
2026-06-10 09:28:52,0.46574295511202973,0.3927115075612567,0.5412963115597406
2026-06-10 10:28:52,0.5076202986282655,0.43634269564057676,0.5753677131695407
2026-06-10 11:28:52,0.49907883480650905,0.4289232058671307,0.571423873075068
2026-06-10 12:28:52,0.46763240082923996,0.39501749383726176,0.5438185311634992
2026-06-10 13:28:52,0.45185850996164717,0.38070838526929995,0.5251739353744855
2026-06-10 14:28:52,0.4691542877331233,0.3986880730254606,0.543769476134127
2026-06-10 15:28:52,0.5009677964306491,0.4244780708948116,0.574747849750863
2026-06-10 16:28:52,0.5083686825202947,0.44383728813636536,0.5838735904643286
2026-06-10 17:28:52,0.4645755578800127,0.39360776750777765,0.536245827375042
2026-06-10 18:28:52,0.3768328615441149,0.30611491430529303,0.4432239200805465
2026-06-10 19:28:52,0.28033204582208243,0.21295345548535066,0.3519984396967202
2026-06-10 20:28:52,0.21152873713980053,0.139395135706152,0.28273213614936027
2026-06-10 21:28:52,0.18448112815971546,0.10775503901600249,0.2520335310011538
2026-06-10 22:28:52,0.1880352002805973,0.11301206555760494,0.25971670698879823
2026-06-10 23:28:52,0.201328680877178,0.13113861642595145,0.26611821274247743
2026-06-11 00:28:52,0.21035387182558854,0.1412657623684075,0.2832371011787425
2026-06-11 01:28:52,0.2119407204109279,0.14296787421043633,0.28545076466309355
2026-06-11 02:28:52,0.20719729054961616,0.1408475098306272,0.27347619074782964
2026-06-11 03:28:52,0.1966993216574087,0.12443447718945572,0.26648894281574637
2026-06-11 04:28:52,0.18443104245727956,0.11293588880051651,0.25369159864658125
2026-06-11 05:28:52,0.1839362305621697,0.11214840873070528,0.24980610556646415
2026-06-11 06:28:52,0.21460751176213966,0.14830471092298117,0.2869899736833606
2026-06-11 07:28:52,0.28593157143114784,0.21827165289365683,0.3562412333081666
2026-06-11 08:28:52,0.38288445942608934,0.31457588831259636,0.45512994615958396
2026-06-11 09:28:52,0.46923011257433167,0.39647151232810707,0.5359736062479349
2026-06-11 10:28:52,0.5109726594457967,0.44024028285118444,0.578603111319041
2026-06-11 11:28:52,0.5022652736960181,0.43345740132179095,0.5694334951116012
2026-06-11 12:28:52,0.47062350457251634,0.4022567334794328,0.5452383626810892
2026-06-11 13:28:52,0.4546269300463478,0.3817203321821178,0.5293026185608551
2026-06-11 14:28:52,0.4716750692348736,0.40023489133347334,0.5423376603307695
2026-06-11 15:28:52,0.5032186789982839,0.43344535493004616,0.5728240383755209
2026-06-11 16:28:52,0.510330369692461,0.44488982377101205,0.5775200804949949
2026-06-11 17:28:52,0.46623195138369505,0.3943360024926499,0.5434388554217175
2026-06-11 18:28:52,0.37817125756295134,0.3082445773810716,0.45019923101453296
2026-06-11 19:28:52,0.28134329081962767,0.20525561138168974,0.35359946198747466
2026-06-11 20:28:52,0.21220734114799256,0.14260823034709916,0.2818182766296466
2026-06-11 21:28:52,0.18482533414984906,0.10640299995954758,0.25880228845022835
2026-06-11 22:28:52,0.18804700864704876,0.11565183819420097,0.2595589166132948
2026-06-11 23:28:52,0.20101382865012354,0.13021798275834995,0.2722631089919415
2026-06-12 00:28:52,0.20972176682385318,0.13806318578673432,0.2796898702012579
2026-06-12 01:28:52,0.21100433104828764,0.1441358917736604,0.28033861233743135
2026-06-12 02:28:52,0.20597299259985952,0.13509880651211875,0.2764056603459789
2026-06-12 03:28:52,0.19520670379664226,0.12350571033979058,0.2634313880805718
2026-06-12 04:28:52,0.18269267290130578,0.11662723158034459,0.25461384022863376
2026-06-12 05:28:52,0.18197738763282525,0.11110504548168276,0.2517678633210265
2026-06-12 06:28:52,0.21245588162480333,0.1406468983584386,0.2819137491861334
2026-06-12 07:28:52,0.2836169166801193,0.21571210976810268,0.351829244629718
2026-06-12 08:28:52,0.38043826255340163,0.3081362491380867,0.44991051532066095
2026-06-12 09:28:52,0.46668519861776014,0.39443736071287205,0.5411112840780671
2026-06-12 10:28:52,0.5083628024953476,0.43750294765987835,0.5792620622538309
2026-06-12 11:28:52,0.49962479198904025,0.4288379755155184,0.5738147806423519
2026-06-12 12:28:52,0.46798684913163213,0.40485360626055694,0.539238768000091
2026-06-12 13:28:52,0.45202827192351347,0.37942476164064975,0.526595510691115
2026-06-12 14:28:52,0.4691478903396988,0.3934191422686708,0.5420715572263437
2026-06-12 15:28:52,0.5007953715525011,0.42726346634762513,0.5666248680993015
2026-06-12 16:28:52,0.5080418491828455,0.43321715615865014,0.5798471214924918
2026-06-12 17:28:52,0.46410728773717935,0.3916448139051463,0.5323680747123309
2026-06-12 18:28:52,0.37623732904339824,0.308918246342108,0.4462261577269403
2026-06-12 19:28:52,0.2796244648479403,0.20343300683141494,0.3512026680438753
2026-06-12 20:28:52,0.21072518596322676,0.1439623679175761,0.278391323571105
2026-06-12 21:28:52,0.18359836476711824,0.11293848878257721,0.26327043790610855
2026-06-12 22:28:52,0.1870904702234067,0.1141190276396212,0.25716811411546814
2026-06-12 23:28:52,0.20033951985547072,0.12278673470538497,0.2724238609848697
2026-06-13 00:28:52,0.20933790535671298,0.1381034805388595,0.286380379228944
2026-06-13 01:28:52,0.2109154628470329,0.13870767187411084,0.2775371538483577
2026-06-13 02:28:52,0.20617994587024885,0.12847948301853354,0.26960479970913015
2026-06-13 03:28:52,0.19570658830839494,0.1238260643238203,0.2674144294117693
2026-06-13 04:28:52,0.18347892453040937,0.1161775904473634,0.25595345637574346
2026-06-13 05:28:52,0.1830398575138653,0.1140496470005874,0.2519636492126886
2026-06-13 06:28:52,0.21378096876537203,0.14440214905624957,0.28605555323577875
2026-06-13 07:28:52,0.2851877423426517,0.21574785926752207,0.3599660141056303
2026-06-13 08:28:52,0.38223488415029283,0.30758091163144285,0.4526576411596004
2026-06-13 09:28:52,0.46868486051170266,0.39686983826193695,0.5378575523037523
2026-06-13 10:28:52,0.5105402204396043,0.43756471003814384,0.5846199739060742
2026-06-13 11:28:52,0.5019524677299751,0.43192741505220594,0.5725232868530623
2026-06-13 12:28:52,0.4704354112237131,0.3990915075776686,0.5416175197723616
2026-06-13 13:28:52,0.45456683847993057,0.38161551838185,0.5308222319639264
2026-06-13 14:28:52,0.47174444924994463,0.3968876820656182,0.5470735785883809
2026-06-13 15:28:52,0.5034171734125553,0.4360785365327919,0.5733294002970848
2026-06-13 16:28:52,0.5106558080661423,0.4436942783129765,0.580592379508175
2026-06-13 17:28:52,0.4666803848754142,0.393568414229675,0.5295902735390795
2026-06-13 18:28:52,0.37873701440335933,0.3098491062622554,0.44974857845880645
2026-06-13 19:28:52,0.2820190516644691,0.21165348668999884,0.35539696468850024
2026-06-13 20:28:52,0.21298423334344307,0.13588899141298547,0.2844314875922509
2026-06-13 21:28:52,0.1856930437517272,0.1139028726171043,0.25582802390197046
2026-06-13 22:28:52,0.18899390871214297,0.11478471058791402,0.25482975745208186
2026-06-13 23:28:52,0.20202712227006125,0.13777200605265255,0.2723589180328587
2026-06-14 00:28:52,0.21078764312285864,0.1413506392277917,0.2865503726760747
2026-06-14 01:28:52,0.21210813218529645,0.13986103663249694,0.2833626995342829
2026-06-14 02:28:52,0.20709938979921844,0.13544288816643027,0.278587994132978
2026-06-14 03:28:52,0.19633988020030643,0.12788931179614843,0.26737560374733427
2026-06-14 04:28:52,0.18381651109577468,0.1074326265745323,0.2520902272031275
2026-06-14 05:28:52,0.18307565950742336,0.11095813039983402,0.25163336525298824
2026-06-14 06:28:52,0.21351243836354028,0.13844271478648865,0.2839152636261987
2026-06-14 07:28:52,0.28461587656434734,0.21672495870993505,0.35028803068325937
2026-06-14 08:28:52,0.38136419433521584,0.31269567079586574,0.45363627118294947
2026-06-14 09:28:52,0.46752329837348183,0.4003114089004749,0.5381431585273849
